geometry,name,from_bus,to_bus,transformer
"LINESTRING (-2650 -1357, -2734 -1292)",xf_4171_to_4364_2_2winding_transformer,bus_4171,bus_4364,true
"LINESTRING (-587 3475, -757 3287)",line_3560_to_3605_1_cp,bus_3560,bus_3605,false
"LINESTRING (228 214, 679 322)",line_1111_to_1144_2_cp,bus_1111,bus_1066,false
"LINESTRING (-1840 -1583, -1727 -1560)",line_4206_to_4207_1_cp,bus_4206,bus_4207,false
"LINESTRING (1044 -5875, 1075 -5837)",xf_5037_to_5114_1_2winding_transformer,bus_5037,bus_5114,true
"LINESTRING (828 -241, 732 -450)",xf_1189_to_1140_4_2winding_transformer,bus_1140,bus_1189,true
"LINESTRING (970 -499, 1113 -471)",line_1289_to_1460_2_cp,bus_1289,bus_1460,false
"LINESTRING (-952 -2323, -1481 -2118)",line_4139_to_4140_2_RLC_merged_with_line_4140_to_4149_2_cp,bus_4139,bus_4149,false
"LINESTRING (-1884 -2362, -1886 -2512)",xf_4297_to_4460_2_2winding_transformer,bus_4296,bus_4460,true
"LINESTRING (228 214, 33 394)",xf_1111_to_1171_2_2winding_transformer,bus_1111,bus_1234,true
"LINESTRING (1861 -1281, 1955 -1261)",xf_1449_to_1633_2_2winding_transformer,bus_1449,bus_1633,true
"LINESTRING (880 -3494, 721 -4255)",connection V5,bus_2206,bus_2202,false
"LINESTRING (-1715 -2814, -1757 -2733)",line_4318_to_4339_1_cp,bus_4318,bus_4339,false
"LINESTRING (-1233 4114, -1272 4174)",xf_3028_to_3029_1_2winding_transformer,bus_3028,bus_3029,true
"LINESTRING (901 1394, 844 1491)",xf_1337_to_1557_2_2winding_transformer,bus_1336,bus_1557,true
"LINESTRING (1122 4261, 1329 4401)",xf_3619_to_3539_1_2winding_transformer_merged_with_line_3617_to_3619_2_cp,bus_3617,bus_3539,true
"LINESTRING (66 3102, -26 3018)",xf_3333_3336_3335_3_3winding_transformer_br1,bus_3302,starbus_xf_3333_3336_3335_3,true
"LINESTRING (1681 -2347, 779 -2299)",line_1587_to_2293_1_cp,bus_1587,bus_2293,false
"LINESTRING (-869 5466, -1070 5934)",line_3558_to_3591_2_cp,bus_3558,bus_3591,false
"LINESTRING (2110 -1334, 1977 -1315)",line_1237_to_1278_1_cp,bus_1237,bus_1255,false
"LINESTRING (360 873, 438 792)",line_1438_to_1455_1_cp,bus_1438,bus_1455,false
"LINESTRING (1179 1409, 1237 1469)",line_1193_to_1477_2_cp,bus_1193,bus_1477,false
"LINESTRING (-1211 6608, -1211 6608)",xf_3486_3561_3489_3_3winding_transformer_br1,bus_3486,starbus_xf_3486_3561_3489_3,true
"LINESTRING (1111 -6098, 1251 -6104)",line_5095_to_5131_1_cp,bus_5095,bus_5131,false
"LINESTRING (1903 -5666, 1992 -5708)",xf_5128_to_5044_1_2winding_transformer,bus_5128,bus_5044,true
"LINESTRING (-951 2806, -1029 2801)",xf_3074_to_3075_1_2winding_transformer,bus_3074,bus_3075,true
"LINESTRING (1130 -1867, 944 -1807)",xf_1151_to_1199_2_2winding_transformer,bus_1151,bus_1199,true
"LINESTRING (1318 1531, 1459 1657)",line_1464_to_1473_1_cp,bus_1464,bus_1473,false
"LINESTRING (-3762 -1734, -3689 -1737)",xf_4160_4097_4400_2_3winding_transformer_br3,bus_4400,starbus_xf_4160_4097_4400_2,true
"LINESTRING (-1145 6756, -1211 6608)",line_3141_to_3486_1_cp,bus_3141,bus_3486,false
"LINESTRING (-2202 -2504, -2336 -2734)",xf_4239_to_4421_2_2winding_transformer,bus_4238,bus_4421,true
"LINESTRING (904 -5344, 860 -5378)",xf_5150_to_5018_1_2winding_transformer,bus_5150,bus_5018,true
"LINESTRING (1503 4551, 1432 4487)",line_3289_to_3540_1_cp,bus_3289,bus_3540,false
"LINESTRING (-3689 -1737, -3848 -1764)",line_4160_to_4166_1_cp,bus_4160,bus_4166,false
"LINESTRING (-763 4172, -776 4267)",xf_3019_to_3020_1_2winding_transformer,bus_3019,bus_3020,true
"LINESTRING (-487 4295, -541 4204)",line_3238_to_3382_1_cp,bus_3238,bus_3382,false
"LINESTRING (-1138 3004, -1230 3017)",xf_3342_to_3343_2_2winding_transformer,bus_3342,bus_3343,true
"LINESTRING (1291 -6185, 1299 -6237)",xf_5223_to_5022_1_2winding_transformer,bus_5223,bus_5022,true
"LINESTRING (723 -891, 681 -960)",line_1177_to_1301_1_cp,bus_1177,bus_1301,false
"LINESTRING (-947 6840, -997 6898)",line_3076_to_3283_1_cp,bus_3076,bus_3283,false
"LINESTRING (554 -7, 398 -61)",xf_1123_to_1179_3_2winding_transformer,bus_1123,bus_1179,true
"LINESTRING (1590 -5552, 1632 -5585)",xf_5061_to_5187_2_2winding_transformer,bus_5061,bus_5187,true
"LINESTRING (735 -2765, 703 -2878)",line_2120_to_2126_1_cp,bus_2120,bus_2126,false
"LINESTRING (1400 -4609, 1421 -4724)",line_2307_to_2311_5_cp,bus_2307,bus_2311,false
"LINESTRING (-2466 -1680, -2402 -1656)",xf_4104_4039_4040_1_3winding_transformer_br3,bus_4040,starbus_xf_4104_4039_4040_1,true
"LINESTRING (1073 -5646, 1056 -5668)",xf_5119_to_5120_3_2winding_transformer,bus_5119,bus_5120,true
"LINESTRING (-2794 -1647, -3298 -1459)",connection S6,bus_4107,bus_4182,false
"LINESTRING (863 -2112, 951 -2174)",line_1308_to_1395_1_cp,bus_1308,bus_1395,false
"LINESTRING (860 -3472, 805 -3201)",line_2114_to_2182_1_cp,bus_2114,bus_2170,false
"LINESTRING (-1275 6726, -1362 6928)",line_3128_to_3291_1_cp_merged_with_xf_3291_to_3292_1_2winding_transformer,bus_3128,bus_3292,true
"LINESTRING (1008 -5612, 1155 -5495)",line_5143_to_5149_1_cp,bus_5143,bus_5149,false
"LINESTRING (1300 -1557, 1300 -1557)",xf_1118_1042_1043_3_3winding_transformer_br1,bus_1118,starbus_xf_1118_1042_1043_3,true
"LINESTRING (1237 -445, 732 -450)",line_1221_to_1441_1_cp,bus_1221,bus_1189,false
"LINESTRING (-2540 -632, -2568 -542)",xf_4350_to_4009_4_2winding_transformer,bus_4350,bus_4009,true
"LINESTRING (-932 -2934, -921 -2853)",xf_4078_to_4074_2_2winding_transformer,bus_4078,bus_4074,true
"LINESTRING (-1064 3231, -1064 3231)",xf_3231_3644_3645_2_3winding_transformer_br1,bus_3231,starbus_xf_3231_3644_3645_2,true
"LINESTRING (-2234 -3018, -2313 -3113)",line_4266_to_4271_1_cp,bus_4266,bus_4271,false
"LINESTRING (795 -151, 828 -241)",line_1112_to_1140_1_cp,bus_1112,bus_1140,false
"LINESTRING (-2143 -2100, -1965 -2388)",line_4124_to_4135_1_cp,bus_4094,bus_4135,false
"LINESTRING (-2083 -2441, -2149 -2453)",xf_4279_to_4451_1_2winding_transformer,bus_4279,bus_4451,true
"LINESTRING (966 371, 927 178)",line_1443_to_1483_1_cp,bus_1184,bus_1483,false
"LINESTRING (-1970 -3309, -2040 -3485)",line_4243_to_4249_1_cp,bus_4243,bus_4249,false
"LINESTRING (-2650 -1357, -2652 -1307)",line_4171_to_4183_1_cp,bus_4171,bus_4183,false
"LINESTRING (883 -5645, 1051 -5654)",xf_5165_to_5040_4_2winding_transformer_merged_with_line_5165_to_5169_3_cp,bus_5040,bus_5169,true
"LINESTRING (2504 2612, 2721 2689)",xf_1347_to_1594_2_2winding_transformer,bus_1347,bus_1594,true
"LINESTRING (-2004 -2596, -1778 -2620)",xf_4129_to_4064_3_2winding_transformer,bus_4112,bus_4064,true
"LINESTRING (-1426 7042, -1687 7268)",line_3080_to_3523_1_cp,bus_3080,bus_3329,false
"LINESTRING (173 819, 93 860)",xf_1313_to_1509_4_2winding_transformer,bus_1313,bus_1509,true
"LINESTRING (528 -55, 582 -50)",xf_1200_to_1515_2_2winding_transformer,bus_1200,bus_1515,true
"LINESTRING (-1502 6107, -1417 6057)",line_3194_to_3195_1_cp,bus_3194,bus_3195,false
"LINESTRING (-2306 -1996, -2428 -2099)",xf_4143_to_4382_1_2winding_transformer,bus_4143,bus_4382,true
"LINESTRING (631 4150, 544 4081)",xf_3266_3154_3155_1_3winding_transformer_br2,bus_3154,starbus_xf_3266_3154_3155_1,true
"LINESTRING (910 619, 1001 674)",xf_1100_to_1017_1_2winding_transformer,bus_1100,bus_1017,true
"LINESTRING (1501 -5533, 1531 -5566)",xf_5065_to_5190_3_2winding_transformer,bus_5065,bus_5190,true
"LINESTRING (-1392 4828, -1444 4973)",xf_3296_to_3419_3_2winding_transformer,bus_3157,bus_3419,true
"LINESTRING (877 -4079, 888 -4181)",xf_2167_to_2197_3_2winding_transformer,bus_2167,bus_2197,true
"LINESTRING (313 384, 33 394)",line_1191_to_1234_1_cp,bus_1191,bus_1234,false
"LINESTRING (898 -6262, 997 -6215)",line_5090_to_5092_1_cp,bus_5090,bus_5092,false
"LINESTRING (-1970 -3309, -1983 -3394)",xf_4243_to_4067_2_2winding_transformer,bus_4243,bus_4067,true
"LINESTRING (-946 5782, -960 5877)",line_3161_to_3162_1_cp,bus_3161,bus_3162,false
"LINESTRING (927 1615, 907 1571)",line_1397_to_1630_1_cp,bus_1397,bus_1630,false
"LINESTRING (-219 -287, -466 -304)",line_1228_to_1381_1_cp,bus_1228,bus_1377,false
"LINESTRING (-1791 4951, -1392 4828)",line_3157_to_3216_1_cp,bus_3220,bus_3157,false
"LINESTRING (-1347 2481, -1451 2464)",xf_3386_to_3389_2_2winding_transformer,bus_3386,bus_3389,true
"LINESTRING (-570 4803, -522 4877)",xf_3640_to_3585_1_2winding_transformer,bus_3640,bus_3585,true
"LINESTRING (740 -1889, 740 -1889)",xf_2191_2029_2030_4_3winding_transformer_br1,bus_2191,starbus_xf_2191_2029_2030_4,true
"LINESTRING (97 -3966, 91 -3833)",line_2213_to_2216_1_cp,bus_2213,bus_2216,false
"LINESTRING (877 -4079, 871 -4184)",xf_2167_to_2316_7_2winding_transformer,bus_2167,bus_2103,true
"LINESTRING (-2594 -940, -2654 -894)",xf_4126_to_4127_2_2winding_transformer,bus_4126,bus_4127,true
"LINESTRING (-2383 -1796, -2465 -1810)",xf_4154_to_4085_1_2winding_transformer,bus_4154,bus_4085,true
"LINESTRING (485 4116, 569 4242)",line_3278_to_3279_2_cp,bus_3278,bus_3279,false
"LINESTRING (-1884 -2362, -1894 -2326)",xf_4296_to_4459_3_2winding_transformer,bus_4296,bus_4459,true
"LINESTRING (785 983, 870 910)",line_1439_to_1446_1_cp,bus_1265,bus_1446,false
"LINESTRING (-2297 -3132, -2351 -3218)",xf_4270_to_4444_1_2winding_transformer,bus_4270,bus_4444,true
"LINESTRING (-938 3182, -747 2974)",xf_3534_to_3610_2_2winding_transformer,bus_3534,bus_3601,true
"LINESTRING (48 0, -38 -133)",xf_1107_to_1409_2_2winding_transformer,bus_1107,bus_1409,true
"LINESTRING (66 3102, -65 3166)",line_3374_to_3402_2_cp,bus_3302,bus_3402,false
"LINESTRING (-635 3096, -816 3268)",line_3229_to_3623_1_cp,bus_3229,bus_3623,false
"LINESTRING (805 -6131, 898 -6262)",xf_5162_to_5090_4_2winding_transformer,bus_5162,bus_5090,true
"LINESTRING (1112 -5788, 1082 -5891)",line_5115_to_5118_5_cp_merged_with_xf_5038_to_5115_2_2winding_transformer,bus_5118,bus_5038,true
"LINESTRING (1761 -5608, 1808 -5646)",xf_5059_to_5185_2_2winding_transformer,bus_5059,bus_5185,true
"LINESTRING (574 -3521, 464 -3836)",xf_2201_to_2146_1_2winding_transformer,bus_2201,bus_2146,true
"LINESTRING (-2187 -2766, -2245 -2834)",xf_4289_to_4456_1_2winding_transformer,bus_4289,bus_4456,true
"LINESTRING (1155 -5495, 1434 -5510)",xf_5149_to_5063_2_2winding_transformer,bus_5149,bus_5063,true
"LINESTRING (1977 -1315, 1446 -1310)",xf_1103_to_1165_4_2winding_transformer,bus_1255,bus_1103,true
"LINESTRING (574 -1161, 629 -1107)",xf_1296_1504_1505_2_3winding_transformer_br3,bus_1505,starbus_xf_1296_1504_1505_2,true
"LINESTRING (-1331 2135, -1305 2188)",xf_3326_to_3325_1_2winding_transformer,bus_3326,bus_3325,true
"LINESTRING (-1519 3506, -1532 3501)",xf_3358_3360_3361_1_3winding_transformer_br1,bus_3359,starbus_xf_3358_3360_3361_1,true
"LINESTRING (-382 -3237, -409 -3284)",xf_2077_2205_2349_3_3winding_transformer_br3,bus_2349,starbus_xf_2077_2205_2349_3,true
"LINESTRING (-1229 -2017, -1094 -2136)",line_4215_to_4217_1_cp,bus_4215,bus_4217,false
"LINESTRING (-1308 3419, -1401 3455)",xf_3058_to_3059_1_2winding_transformer,bus_3058,bus_3059,true
"LINESTRING (-685 3675, -613 3347)",line_3543_to_3593_1_cp,bus_3543,bus_3593,false
"LINESTRING (944 -1807, 858 -1966)",line_1199_to_1480_2_cp,bus_1199,bus_1480,false
"LINESTRING (-478 2930, -600 3049)",xf_3471_to_3545_3_2winding_transformer,bus_3471,bus_3545,true
"LINESTRING (-1657 -2805, -1586 -2960)",line_4311_to_4312_1_cp,bus_4311,bus_4312,false
"LINESTRING (-2144 -1797, -2143 -2100)",line_4117_to_4124_1_cp,bus_4117,bus_4094,false
"LINESTRING (-2004 -2596, -2072 -2841)",Dec2_line_4112_to_4133_1_dec,bus_4112,bus_4133,false
"LINESTRING (568 3851, 741 3944)",xf_3622_to_3541_1_2winding_transformer,bus_3616,bus_3541,true
"LINESTRING (2796 2885, 2815 2889)",xf_1616_1027_1618_1_3winding_transformer_br3,bus_1618,starbus_xf_1616_1027_1618_1,true
"LINESTRING (2504 2612, 2300 2524)",line_1347_to_1628_3_cp,bus_1347,bus_1173,false
"LINESTRING (-3848 -1764, -3940 -1763)",xf_4166_to_4356_5_2winding_transformer,bus_4166,bus_4356,true
"LINESTRING (2310 2653, 2236 2578)",line_1579_to_1648_1_cp,bus_1579,bus_1648,false
"LINESTRING (937 -3740, 1051 -3940)",xf_2172_to_2278_3_2winding_transformer,bus_2164,bus_2278,true
"LINESTRING (-579 -293, -674 -304)",xf_1437_to_1436_1_2winding_transformer,bus_1437,bus_1436,true
"LINESTRING (400 -3956, 399 -3860)",xf_2295_to_2189_1_2winding_transformer,bus_2295,bus_2189,true
"LINESTRING (828 -241, 732 -450)",xf_1140_to_1189_1_2winding_transformer,bus_1140,bus_1189,true
"LINESTRING (-2996 -1862, -3070 -1848)",xf_4358_to_4017_3_2winding_transformer,bus_4358,bus_4017,true
"LINESTRING (-982 5236, -1221 5429)",line_3482_to_3510_1_cp,bus_3482,bus_3432,false
"LINESTRING (-972 7187, -928 7430)",line_3210_to_3267_1_cp_merged_with_xf_3210_to_3463_2_2winding_transformer,bus_3267,bus_3463,true
"LINESTRING (-1080 4673, -954 4846)",line_3604_to_3611_1_cp,bus_3604,bus_3611,false
"LINESTRING (924 -3962, 941 -4072)",xf_2121_to_2231_1_2winding_transformer,bus_2121,bus_2231,true
"LINESTRING (732 -450, 970 -499)",line_1189_to_1469_2_cp,bus_1189,bus_1289,false
"LINESTRING (764 27, 679 322)",line_1117_to_1144_1_cp,bus_1117,bus_1066,false
"LINESTRING (1017 -4276, 1031 -4353)",xf_2140_to_2338_2_2winding_transformer,bus_2140,bus_2338,true
"LINESTRING (554 -7, 679 -116)",line_1123_to_1152_1_cp,bus_1123,bus_1152,false
"LINESTRING (1641 1447, 1700 1483)",line_1396_to_1416_1_cp,bus_1396,bus_1416,false
"LINESTRING (-478 2930, -489 2977)",xf_3471_to_3472_7_2winding_transformer,bus_3471,bus_3472,true
"LINESTRING (1490 -430, 1492 -482)",line_1344_to_1349_1_cp,bus_1344,bus_1349,false
"LINESTRING (-1840 -1583, -1859 -1516)",xf_4206_to_4336_1_2winding_transformer,bus_4206,bus_4336,true
"LINESTRING (820 1294, 875 1476)",line_1183_to_1621_1_cp,bus_1183,bus_1621,false
"LINESTRING (-1250 6362, -1503 6658)",line_3561_to_3584_2_cp,bus_3561,bus_3584,false
"LINESTRING (644 526, 528 664)",xf_1150_to_1198_1_2winding_transformer,bus_1150,bus_1198,true
"LINESTRING (985 -570, 1073 -728)",xf_1105_to_1166_3_2winding_transformer,bus_1105,bus_1166,true
"LINESTRING (406 416, 597 315)",line_1134_to_1138_1_cp,bus_1134,bus_1138,false
"LINESTRING (193 -3623, 170 -3726)",xf_2177_to_2281_3_2winding_transformer,bus_2177,bus_2281,true
"LINESTRING (994 -2933, 1039 -2934)",xf_2229_to_2012_1_2winding_transformer,bus_2229,bus_2012,true
"LINESTRING (522 -5879, 443 -5908)",xf_5052_to_5181_3_2winding_transformer,bus_5052,bus_5181,true
"LINESTRING (872 1361, 901 1394)",line_1283_to_1336_1_cp,bus_1283,bus_1336,false
"LINESTRING (-635 3096, -639 3166)",xf_3229_to_3230_2_2winding_transformer,bus_3229,bus_3230,true
"LINESTRING (1058 1182, 1179 1409)",xf_1146_to_1193_2_2winding_transformer,bus_1146,bus_1193,true
"LINESTRING (108 -3479, 165 -3371)",line_2017_to_2353_2_pi,bus_2017,bus_2129,false
"LINESTRING (1748 2235, 1958 2291)",xf_1104_to_1164_1_2winding_transformer,bus_1104,bus_1164,true
"LINESTRING (10 -3687, -14 -3759)",xf_2268_to_2074_2_2winding_transformer,bus_2268,bus_2074,true
"LINESTRING (1263 -2064, 713 -2244)",line_1113_to_2195_1_cp,bus_1113,bus_2195,false
"LINESTRING (178 981, 243 911)",xf_1430_1502_1542_1_3winding_transformer_br2,bus_1502,starbus_xf_1430_1502_1542_1,true
"LINESTRING (-937 6566, -879 6634)",xf_3067_to_3452_1_2winding_transformer,bus_3067,bus_3452,true
"LINESTRING (821 -196, 789 -107)",xf_1097_1098_1161_2_3winding_transformer_br3,bus_1161,starbus_xf_1097_1098_1161_2,true
"LINESTRING (-2163 -830, -2151 -876)",xf_4186_4230_4494_1_3winding_transformer_br2,bus_4230,starbus_xf_4186_4230_4494_1,true
"LINESTRING (970 -499, 580 -475)",line_1391_to_1393_1_cp,bus_1289,bus_1393,false
"LINESTRING (-2040 -3485, -2185 -3693)",line_4250_to_4251_1_cp,bus_4249,bus_4251,false
"LINESTRING (736 -2406, 740 -1889)",line_2190_to_2191_2_cp,bus_2190,bus_2191,false
"LINESTRING (820 1294, 901 1394)",line_1183_to_1337_1_cp,bus_1183,bus_1336,false
"LINESTRING (1486 -5546, 1502 -5586)",xf_5066_to_5172_1_2winding_transformer,bus_5066,bus_5172,true
"LINESTRING (340 -3787, 464 -3836)",line_2128_to_2146_2_cp,bus_2128,bus_2146,false
"LINESTRING (-693 5928, -629 6039)",line_3108_to_3243_2_cp,bus_3108,bus_3243,false
"LINESTRING (-2143 -2100, -1843 -2005)",line_4124_to_4131_1_cp,bus_4094,bus_4131,false
"LINESTRING (-473 449, -607 496)",line_1369_to_1656_4_cp,bus_1369,bus_1656,false
"LINESTRING (1404 -1052, 1522 -1083)",xf_1102_to_1565_3_2winding_transformer,bus_1102,bus_1565,true
"LINESTRING (713 160, 703 257)",xf_1092_1093_1525_1_3winding_transformer_br3,bus_1525,starbus_xf_1092_1093_1525_1,true
"LINESTRING (735 -2765, 736 -2406)",xf_2120_to_2190_3_2winding_transformer,bus_2120,bus_2190,true
"LINESTRING (759 719, 644 526)",line_1091_to_1150_1_cp,bus_1091,bus_1150,false
"LINESTRING (-891 3562, -1055 3399)",line_3470_to_3506_2_cp,bus_3470,bus_3506,false
"LINESTRING (1122 4261, 1258 4394)",xf_3617_to_3618_1_2winding_transformer,bus_3617,bus_3618,true
"LINESTRING (915 -6284, 954 -6264)",xf_5238_to_5226_3C_2winding_transformer,bus_5238,bus_5226,true
"LINESTRING (971 -5848, 1051 -5654)",line_5168_to_5169_2_cp,bus_5168,bus_5169,false
"LINESTRING (973 -6363, 995 -6295)",xf_5094_5202_5203_2_3winding_transformer_br1_merged_with_line_5091_to_5094_2_cp,starbus_xf_5094_5202_5203_2,bus_5091,true
"LINESTRING (-2547 -2226, -2456 -2217)",line_4132_to_4235_1_cp,bus_4132,bus_4235,false
"LINESTRING (-2144 -1797, -1843 -2005)",line_4117_to_4131_1_cp,bus_4117,bus_4131,false
"LINESTRING (-635 3096, -639 3166)",xf_3229_to_3230_1_2winding_transformer,bus_3229,bus_3230,true
"LINESTRING (-1926 -2226, -1971 -2187)",xf_4323_to_4477_2_2winding_transformer,bus_4323,bus_4477,true
"LINESTRING (1603 -5786, 1725 -5846)",line_5075_to_5137_1_cp,bus_5075,bus_5137,false
"LINESTRING (858 -1966, 848 -2033)",xf_1480_to_1070_2_2winding_transformer,bus_1480,bus_1070,true
"LINESTRING (-2169 -2688, -2169 -2688)",xf_4031_4028_4027_2_3winding_transformer_br1,bus_4031,starbus_xf_4031_4028_4027_2,true
"LINESTRING (-951 2806, -422 3036)",xf_3491_to_3490_4_2winding_transformer,bus_3074,bus_3490,true
"LINESTRING (1172 304, 966 371)",line_1405_to_1443_1_cp,bus_1405,bus_1184,false
"LINESTRING (-1332 2344, -1249 2385)",xf_3177_3179_3178_1_3winding_transformer_br3,bus_3178,starbus_xf_3177_3179_3178_1,true
"LINESTRING (-1173 6240, -1155 6151)",line_3248_to_3518_1_cp,bus_3248,bus_3518,false
"LINESTRING (144 -4164, 149 -4060)",line_2096_to_2280_1_cp,bus_2096,bus_2280,false
"LINESTRING (697 535, 765 561)",xf_1124_to_1552_4_2winding_transformer,bus_1124,bus_1552,true
"LINESTRING (-1013 3992, -853 3865)",xf_3479_to_3556_2_2winding_transformer,bus_3479,bus_3556,true
"LINESTRING (1322 -444, 1304 -378)",line_1330_to_1382_1_cp,bus_1330,bus_1382,false
"LINESTRING (-2397 -2645, -2467 -2697)",xf_4240_to_4422_2_2winding_transformer,bus_4240,bus_4422,true
"LINESTRING (-1945 -2363, -2078 -2282)",xf_4320_to_4476_1_2winding_transformer,bus_4320,bus_4001,true
"LINESTRING (-1435 6262, -1507 6335)",xf_3626_to_3071_1_2winding_transformer,bus_3626,bus_3071,true
"LINESTRING (-3222 -1469, -3294 -1435)",line_4167_to_4168_1_cp,bus_4167,bus_4168,false
"LINESTRING (528 -55, 639 19)",line_1200_to_1332_2_cp,bus_1200,bus_1332,false
"LINESTRING (-1417 6783, -1475 6850)",line_3004_to_3005_1_cp,bus_3004,bus_3005,false
"LINESTRING (-1305 2188, -1388 2149)",xf_3325_to_3328_2_2winding_transformer,bus_3325,bus_3328,true
"LINESTRING (-479 2780, -444 2787)",xf_3504_to_3505_3_2winding_transformer,bus_3504,bus_3505,true
"LINESTRING (-2040 -3485, -2072 -3582)",xf_4249_to_4428_2_2winding_transformer,bus_4249,bus_4428,true
"LINESTRING (-1938 6945, -1873 6871)",xf_3629_3454_3456_2_3winding_transformer_br3,bus_3456,starbus_xf_3629_3454_3456_2,true
"LINESTRING (1328 -4651, 1345 -4754)",xf_2068_to_2070_2_2winding_transformer,bus_2068,bus_2070,true
"LINESTRING (691 -287, 592 -338)",line_1570_to_1571_1_cp,bus_1570,bus_1571,false
"LINESTRING (-2202 -2504, -2397 -2645)",line_4239_to_4240_1_cp,bus_4238,bus_4240,false
"LINESTRING (-2378 -1162, -2424 -1109)",xf_4190_to_4500_1_2winding_transformer,bus_4190,bus_4500,true
"LINESTRING (758 -1965, 740 -1889)",xf_2191_2031_2022_5_3winding_transformer_br2,bus_2031,starbus_xf_2191_2031_2022_5,true
"LINESTRING (141 -289, -219 -287)",line_1205_to_1214_1_cp,bus_1205,bus_1228,false
"LINESTRING (-955 -2336, -1481 -2118)",line_4141_to_4149_1_cp,bus_4138,bus_4149,false
"LINESTRING (528 -55, 403 -107)",line_1200_to_1432_1_cp,bus_1200,bus_1432,false
"LINESTRING (697 535, 753 586)",xf_1124_to_1551_5_2winding_transformer,bus_1124,bus_1551,true
"LINESTRING (-274 3142, -226 3209)",xf_3357_to_3356_3_2winding_transformer,bus_3357,bus_3356,true
"LINESTRING (339 -3574, 326 -3443)",xf_2145_2243_2306_3_3winding_transformer_br3,bus_2306,starbus_xf_2145_2243_2306_3,true
"LINESTRING (867 -1329, 925 -1481)",line_1206_to_1274_1_cp,bus_1206,bus_1274,false
"LINESTRING (639 19, 708 82)",line_1332_to_1345_1_cp,bus_1332,bus_1345,false
"LINESTRING (721 682, 787 739)",xf_1149_to_1081_1_2winding_transformer,bus_1149,bus_1081,true
"LINESTRING (895 4111, 1025 4232)",xf_3614_to_3536_3_2winding_transformer,bus_3614,bus_3536,true
"LINESTRING (-2402 -1656, -2402 -1656)",xf_4104_4041_4042_2_3winding_transformer_br1,bus_4104,starbus_xf_4104_4041_4042_2,true
"LINESTRING (2666 -1661, 2749 -1684)",xf_1225_to_1021_2_2winding_transformer,bus_1225,bus_1021,true
"LINESTRING (759 719, 897 993)",line_1091_to_1132_2_cp,bus_1091,bus_1132,false
"LINESTRING (-277 -2958, -82 -3150)",line_2200_to_2209_1_cp,bus_2200,bus_2209,false
"LINESTRING (-281 -3625, -297 -3716)",xf_2342_to_2056_5_2winding_transformer,bus_2342,bus_2056,true
"LINESTRING (504 -3172, 629 -2952)",line_2125_to_2169_1_cp,bus_2125,bus_2169,false
"LINESTRING (-404 -2893, -277 -2958)",xf_2200_2196_2305_2_3winding_transformer_br3,bus_2303,starbus_xf_2200_2196_2305_2,true
"LINESTRING (482 -493, 467 -265)",line_1244_to_1340_4_cp,bus_1244,bus_1374,false
"LINESTRING (198 980, 243 911)",xf_1430_1502_1543_2_3winding_transformer_br3,bus_1543,starbus_xf_1430_1502_1543_2,true
"LINESTRING (2044 2249, 2182 2350)",line_1312_to_1474_1_cp,bus_1312,bus_1474,false
